캠퍼스,캠퍼스위치,학과명,전공직종,전공계열구분,과정구분,기간(개월),주간야간구분,전공설명,전공성향
대전,대전 동구,인공지능과,AIoT전공,정보통신IT계열,2년제학위과정,12,주간,"모든 사물이 지능적으로 연결되는 환경을 만들기 위해 하드웨어 센서 제어와 임베디드 프로그래밍을 기초로, 수집된 데이터를 인공지능 알고리즘으로 분석하고 최적화하는 지능형 사물인터넷 서비스 구현 기술을 배우는 전공입니다.",융합적 사고/데이터 분석력/실천적 탐구심
대전,대전 동구,인공지능과,인공지능SW직종,정보통신IT계열,하이테크과정,12,주간,"빅데이터를 활용한 머신러닝 및 딥러닝 모델의 설계와 학습을 기반으로, 다양한 산업 현장에서 실제로 작동하는 AI 알고리즘을 개발하고 이를 웹이나 앱 서비스에 통합하는 소프트웨어 구현 기술을 배우는 전공입니다.",논리적 사고/지적 호기심/끈기
대전,대전 동구,클라우드보안과,데이터센터보안관리직종,정보통신IT계열,하이테크과정,12,주간,"기업의 핵심 자산인 데이터를 보호하기 위해 클라우드 인프라와 데이터센터의 네트워크 망을 구축하고, 각종 사이버 위협으로부터 시스템을 방어하기 위한 보안 관제 및 통합 보안 솔루션 운영 기술을 배우는 전공입니다.",철저한 윤리의식/분석적 사고/침착함과 신속성
대전,대전 동구,클라우드보안과,데이터센터보안운영전공,정보통신IT계열,2년제학위과정,12,주간,"클라우드 기반의 데이터센터 인프라를 안정적으로 유지하기 위해 서버 및 네트워크 시스템을 구축하고, 365일 실시간 모니터링을 통해 외부 침입 방어와 장애 대응 등 전반적인 보안 가동 상태를 관리하는 기술을 배우는 전공입니다.",책임감과 성실함/위기 관리 능력/세밀한 관찰력
대전,대전 동구,반도체장비제어과,반도체장비제어전공,반도체계열,2년제학위과정,12,주간,"반도체 제조 공정의 핵심인 자동화 장비가 정밀하게 작동할 수 있도록 PLC, 센서, 서보 모터 등을 활용하여 장비의 제어 시스템을 설계, 제작하고 최적의 가동 상태를 유지보수하는 기술을 배우는 전공입니다.",기술적 정교함/논리적 문제 해결/적응력
대전,대전 동구,반도체장비제어과,반도체장비SW개발직종,반도체계열,하이테크과정,12,주간,"반도체 제조 공정 장비의 지능형 운영을 위해 C#, C++ 등의 언어를 기반으로 장비 제어 알고리즘을 설계하고, 실시간 공정 모니터링 및 데이터 통신을 위한 인터페이스 소프트웨어를 개발하는 기술을 배우는 전공입니다.",논리적 구조화/정밀한 분석력/기술 융합 의지
대전,대전 동구,반도체장비제어과,스마트팩토리운용직종,반도체계열,일반계고위탁과정,12,주간,"반도체 및 첨단 제조 현장의 생산성을 높이기 위해 자동화 라인의 설비를 통합 제어하고, 사물인터넷(IoT)과 데이터를 활용하여 공정 모니터링 및 최적의 생산 환경을 관리하는 기술을 배우는 전공입니다.",시스템적 사고/데이터 활용 능력/유연한 대응력
대전,대전 동구,반도체융합기계과,반도체장비부품제작전공,반도체계열,2년제학위과정,12,주간,반도체 제조 장비에 들어가는 초정밀 부품을 구현하기 위해 CAD/CAM을 활용한 설계 기술과 CNC 머시닝센터 등 정밀 가공 장비의 운용 및 품질 측정 기술을 배우는 전공입니다.,완벽주의적 정밀함/공학적 실천력/장인 정신
대전,대전 동구,반도체융합기계과,반도체장비부품설계직종,반도체계열,하이테크과정,12,주간,"반도체 제조 장비의 효율성과 정밀도를 극대화하기 위해 2D·3D CAD 소프트웨어를 활용하여 장비의 핵심 부품 및 구조를 설계하고, 역설계와 해석 기술을 통해 최적의 기계 장치를 구상하는 기술을 배우는 전공입니다.",공간 지각 능력/논리적 분석력/창의적 문제 해결
청주,충북 청주시,메카트로닉스과,산업용로봇모빌리티직종,자동화계열,일반계고위탁과정,12,주간,기계·전자·제어 기술을 융합해 산업용 로봇과 모빌리티 시스템을 설계·제작·운용하는 기술을 배우는 전공입니다,문제해결/정밀성/융합사고
청주,충북 청주시,메카트로닉스과,ECO마더팩토리전공,자동화계열,2년제학위과정,12,주간,친환경 생산 시스템과 자동화 설비를 기반으로 스마트 공정 운영과 제조 최적화 기술을 배우는 전공입니다,문제해결/책임감/분석력
청주,충북 청주시,메카트로닉스과,AI로봇모빌리티전공,자동화계열,2년제학위과정,12,주간,인공지능과 로봇·모빌리티 기술을 융합해 자율주행 및 지능형 시스템을 설계·제어하는 기술을 배우는 전공입니다,논리적사고/문제해결/융합사고
청주,충북 청주시,반도체시스템과,반도체소재?부품?장비기술전공,반도체계열,2년제학위과정,12,주간,반도체 공정에 필요한 소재·부품·장비의 설계와 운용 및 유지보수 기술을 배우는 전공입니다,정밀성/분석력/문제해결
청주,충북 청주시,반도체시스템과,시스템반도체융합설계전공,반도체계열,2년제학위과정,12,주간,시스템반도체 설계를 중심으로 회로 설계와 소프트웨어를 융합한 반도체 개발 기술을 배우는 전공입니다,논리적사고/창의성/분석력
청주,충북 청주시,전기에너지과,태양광시스템전공,전기계열,2년제학위과정,12,주간,태양광 발전 시스템의 설계와 설치 및 운영 기술을 배우는 전공입니다,책임감/분석력/문제해결
청주,충북 청주시,전기에너지과,신재생하이브리드직종,전기계열,하이테크과정,10,주간,신재생에너지 설비를 결합한 하이브리드 시스템의 설계와 운영 기술을 배우는 전공입니다,문제해결/분석력/융합사고
청주,충북 청주시,전기에너지과,전기시스템전공,전기계열,2년제학위과정,12,주간,전력 설비의 설계와 시공 및 유지보수 기술을 배우는 전공입니다,책임감/정밀성/문제해결
청주,충북 청주시,스마트팩토리ICT융합과,디바이스네트워크전공,정보통신IT계열,2년제학위과정,12,주간,산업용 디바이스와 네트워크를 연동해 스마트팩토리 통신 시스템을 구축·운영하는 기술을 배우는 전공입니다,문제해결/분석력/융합사고
청주,충북 청주시,스마트팩토리ICT융합과,스마트팩토리공정솔루션전공,정보통신IT계열,2년제학위과정,12,주간,스마트 제조 환경에서 생산 공정을 분석하고 자동화·최적화 솔루션을 설계·운영하는 기술을 배우는 전공입니다,분석력/문제해결/융합사고
청주,충북 청주시,스마트팩토리과,스마트팩토리공정솔루션전공,정보통신IT계열,2년제학위과정,12,주간,스마트팩토리 환경에서 생산 공정을 데이터 기반으로 분석하고 자동화·최적화 솔루션을 설계·운영하는 기술을 배우는 전공입니다,분석력/문제해결/융합사고
청주,충북 청주시,컴퓨터응용기계과,IT융합부품가공전공,기계계열,2년제학위과정,12,주간,컴퓨터 기반 설계·가공 기술과 IT 융합 기술을 활용해 정밀 부품을 제작·생산하는 기술을 배우는 전공입니다,정밀성/분석력/문제해결
청주,충북 청주시,컴퓨터응용기계과,초정밀기계가공전공,기계계열,2년제학위과정,12,주간,CAD/CAM 기반 가공 기술을 활용해 초정밀 기계 부품을 설계·제작하는 기술을 배우는 전공입니다,정밀성/집중력/문제해결
청주,충북 청주시,디지털기계시스템과,빅데이터공정분석직종,기계계열,하이테크과정,10,주간,기계 시스템 데이터를 수집·분석하여 생산 공정을 최적화하는 빅데이터 기반 공정 분석 기술을 배우는 전공입니다,분석력/문제해결/논리적사고
청주,충북 청주시,디지털기계시스템과,지능형기계시스템전공,기계계열,2년제학위과정,12,주간,센서와 제어 기술을 기반으로 기계 시스템을 지능화하고 자동화하는 기술을 배우는 전공입니다,융합사고/문제해결/정밀성
청주,충북 청주시,반도체공정과,지능형반도체직종,반도체계열,하이테크과정,10,주간,반도체 공정 기술과 AI 기반 설계·제어 기술을 융합해 지능형 반도체를 개발하는 기술을 배우는 전공입니다,분석력/창의성/문제해결
청주,충북 청주시,반도체공정과,반도체공정분석전공,반도체계열,2년제학위과정,12,주간,반도체 제조 공정 데이터를 분석하고 공정 품질과 수율을 최적화하는 기술을 배우는 전공입니다,분석력/정밀성/문제해결
아산,충남 아산시,방송영상과,방송영상제작전공,미디어계열,2년제학위과정,12,주간,기획부터 촬영·편집까지 방송 콘텐츠를 제작하는 기술을 배우는 전공입니다,창의성/협업/표현력
아산,충남 아산시,메카트로닉스과,메카트로닉스전공,자동화계열,2년제학위과정,12,주간,기계·전자·제어 기술을 융합해 자동화 시스템과 로봇을 설계·제작·운용하는 기술을 배우는 전공입니다,융합사고/문제해결/정밀성
아산,충남 아산시,반도체디스플레이과,디스플레이전공,전자계열,2년제학위과정,12,주간,디스플레이 소자의 구조와 공정 기술을 이해하고 OLED·LCD 등 패널을 설계·제작하는 기술을 배우는 전공입니다,정밀성/분석력/문제해결
아산,충남 아산시,반도체디스플레이과,반도체후공정장비제어전공,반도체계열,2년제학위과정,12,주간,반도체 패키징 및 후공정 장비의 제어·운용과 유지보수 기술을 배우는 전공입니다,정밀성/문제해결/분석력
아산,충남 아산시,반도체디스플레이과,반도체신뢰성테스트직종,반도체계열,하이테크과정,10,주간,반도체 소자의 성능과 내구성을 평가하고 품질 신뢰성을 검증하는 테스트 기술을 배우는 전공입니다,분석력/정밀성/책임감
아산,충남 아산시,산업설비자동화과,그린에너지플랜트설비전공,산업설비계열,2년제학위과정,12,주간,친환경 에너지 기반 플랜트 설비의 설계와 시공 및 운영 기술을 배우는 전공입니다,책임감/분석력/문제해결
아산,충남 아산시,시각디자인과,브랜드디자인전공,디자인계열,2년제학위과정,12,주간,브랜드의 아이덴티티를 시각적으로 기획하고 디자인 시스템으로 구현하는 기술을 배우는 전공입니다,창의성/표현력/기획력
아산,충남 아산시,자동차기계과,자동차부품정밀기계가공전공,기계계열,2년제학위과정,12,주간,자동차 부품을 정밀하게 가공하고 생산하는 기계 제작 기술을 배우는 전공입니다,정밀성/집중력/문제해결
아산,충남 아산시,정보통신시스템과,IoT응용HW전공,정보통신IT계열,2년제학위과정,12,주간,IoT 기반 하드웨어 시스템을 설계·구현하고 센서와 통신 기술을 응용하는 기술을 배우는 전공입니다,융합사고/문제해결/정밀성
아산,충남 아산시,정보통신시스템과,IoT응용SW전공,정보통신IT계열,2년제학위과정,12,주간,IoT 기기를 제어하고 데이터를 처리하는 응용 소프트웨어를 개발하는 기술을 배우는 전공입니다,논리적사고/문제해결/융합사고
아산,충남 아산시,방송미디어과,방송미디어전공,미디어계열,2년제학위과정,12,주간,방송 콘텐츠를 기획하고 제작하며 다양한 미디어 플랫폼에 맞게 편집·송출하는 기술을 배우는 전공입니다,창의성/표현력/기획력
아산,충남 아산시,자동차융합기계과,자동차부품정밀기계가공,기계계열,2년제학위과정,12,주간,자동차 부품을 정밀하게 가공하고 생산하는 기계 제작 기술을 배우는 전공입니다,정밀성/집중력/문제해결
아산,충남 아산시,AI소프트웨어과,AI소프트웨어전공,정보통신IT계열,2년제학위과정,12,주간,AI 모델을 설계·구현하고 데이터를 활용해 소프트웨어 서비스를 개발하는 기술을 배우는 전공입니다,논리적사고/문제해결/데이터분석
아산,충남 아산시,AI소프트웨어과,AI제조소프트웨어직종,정보통신IT계열,하이테크과정,10,주간,제조 데이터와 인공지능을 활용해 생산 공정을 최적화하는 소프트웨어 기술을 배우는 전공입니다,분석력/문제해결/융합사고
아산,충남 아산시,반도체장비과,반도체장비제어전공,반도체계열,2년제학위과정,12,주간,반도체 생산 장비의 제어 시스템을 설계·운용하고 공정 안정성을 유지하는 기술을 배우는 전공입니다,정밀성/문제해결/책임감
아산,충남 아산시,반도체장비과,반도체제어시스템직종,반도체계열,하이테크과정,10,주간,반도체 장비의 제어 시스템을 설계·운용하고 공정 자동화를 구현하는 기술을 배우는 전공입니다,정밀성/논리적사고/문제해결
아산,충남 아산시,반도체응용설계과,반도체회로설계전공,반도체계열,2년제학위과정,12,주간,반도체 회로를 설계하고 소자 특성을 분석하여 최적의 칩 구조를 구현하는 기술을 배우는 전공입니다,논리적사고/정밀성/문제해결
아산,충남 아산시,반도체응용설계과,반도체모듈설계직종,반도체계열,하이테크과정,10,주간,반도체 소자를 활용해 기능 모듈을 설계하고 시스템 성능을 최적화하는 기술을 배우는 전공입니다,융합사고/정밀성/문제해결
아산,충남 아산시,반도체기계과,반도체기계유지보수전공,반도체계열,2년제학위과정,12,주간,반도체 생산 설비의 기계 구조를 점검·정비하고 안정적인 가동을 유지하는 기술을 배우는 전공입니다,책임감/정밀성/문제해결
아산,충남 아산시,반도체기계과,반도체설비보전직종,반도체계열,전문기술과정,12,주간,반도체 생산 설비의 상태를 점검하고 고장을 예방·복구하는 설비 보전 기술을 배우는 전공입니다,책임감/문제해결/정밀성
아산,충남 아산시,반도체패키징공학과,반도체패키징전공,반도체계열,학위전공심화,12,주간,반도체 칩을 보호하고 전기적 연결을 완성하는 패키징 공정 기술을 배우는 전공입니다,정밀성/분석력/책임감
아산,충남 아산시,반도체패키징과,반도체패키징직종,반도체계열,전문기술과정,12,주간,반도체 칩을 외부 환경으로부터 보호하고 전기적 연결을 구현하는 패키징 공정 기술을 배우는 전공입니다,정밀성/책임감/문제해결
홍성,충남 홍성군,스마트자동화시스템과,융합사물인터넷전공,자동화계열,2년제학위과정,12,주간,산업 설비와 사물인터넷 기술을 융합해 스마트 자동화 시스템을 구축·운영하는 기술을 배우는 전공입니다,융합사고/문제해결/분석력
홍성,충남 홍성군,산업설비자동화과,특수용접직종,산업설비계열,전문기술과정,12,주간,산업 현장에서 다양한 금속 구조물을 고품질로 접합하는 특수 용접 기술을 배우는 전공입니다,정밀성/집중력/책임감
홍성,충남 홍성군,산업설비자동화과,산업설비자동화전공,산업설비계열,2년제학위과정,12,주간,산업 설비를 자동화하고 생산 시스템을 효율적으로 운영·제어하는 기술을 배우는 전공입니다,문제해결/분석력/책임감
충남,충남 홍성군,전기과,전기계측제어전공,전기계열,2년제학위과정,12,주간,전기 신호와 계측 데이터를 활용해 산업 설비의 제어 시스템을 설계·운용하는 기술을 배우는 전공입니다,정밀성/분석력/문제해결
홍성,충남 홍성군,전기과,전기계측제어전공,전기계열,2년제학위과정,12,주간,전기 신호와 계측 데이터를 활용해 산업 설비의 제어 시스템을 설계·운용하는 기술을 배우는 전공입니다,정밀성/분석력/문제해결
충남,충남 홍성군,전기과,전기내선공사직종,전기계열,신중년특화과정,6,주간,건축물 내부 전기 설비를 시공하고 배선 및 전력 시스템을 구축하는 기술을 배우는 전공입니다,책임감/정밀성/문제해결
홍성,충남 홍성군,컴퓨터응용기계과,그린카부품초정밀가공및유지보수전공,기계계열,2년제학위과정,12,주간,그린카 부품을 초정밀로 가공하고 유지보수하는 기계 제작 기술을 배우는 전공입니다,정밀성/문제해결/책임감
홍성,충남 홍성군,스마트융합설비과,스마트융합설비전공,산업설비계열,2년제학위과정,12,주간,스마트 기술을 기반으로 설비 시스템을 설계·운영하고 자동화된 유지보수 기술을 배우는 전공입니다,융합사고/문제해결/책임감
홍성,충남 홍성군,스마트융합설비과,특수용접직종,산업설비계열,전문기술과정,12,주간,다양한 금속 구조물을 고품질로 접합하고 산업 설비 제작에 필요한 특수 용접 기술을 배우는 전공입니다,정밀성/집중력/책임감
홍성,충남 홍성군,기계설비보전과,기계설비보전전공,기계계열,2년제학위과정,12,주간,기계 설비의 상태를 진단하고 유지·보수하여 안정적인 가동을 확보하는 기술을 배우는 전공입니다,책임감/문제해결/정밀성
홍성,충남 홍성군,AI자동화시스템과,AI자동화시스템전공,자동화계열,2년제학위과정,12,주간,인공지능을 활용해 산업 자동화 시스템을 설계·구현하고 공정 효율을 최적화하는 기술을 배우는 전공입니다,융합사고/문제해결/분석력
충남,충남 홍성군,전기자동차과,전기자동차제작및유지보수전공,자동차계열,2년제학위과정,12,주간,전기자동차의 구조를 이해하고 구동 시스템을 제작·정비하는 기술을 배우는 전공입니다,정밀성/문제해결/책임감
충남,충남 홍성군,전기자동차과,전기자동차제작및성능평가직종,자동차계열,하이테크과정,12,주간,전기자동차를 제작하고 구동 성능과 안전성을 평가하는 기술을 배우는 전공입니다,분석력/정밀성/문제해결
충남,충남 홍성군,에너지설비과,에너지설비전공,산업설비계열,2년제학위과정,12,주간,에너지 생산·변환·공급 설비를 설계·시공·운영하고 효율을 관리하는 기술을 배우는 전공입니다,책임감/분석력/문제해결
충남,충남 홍성군,에너지설비과,한국어교육,산업설비계열,전문기술과정,12,주간,에너지설비 분야를 한국어로 이해하고 의사소통하며 현장 작업과 기술 문서를 학습하는 기술을 배우는 전공입니다,소통능력/이해력/적응력
충남,충남 홍성군,기계보전과,기계설비유지관리전공,기계계열,2년제학위과정,12,주간,기계 설비의 상태를 진단하고 점검·정비를 통해 안정적인 운영을 유지하는 기술을 배우는 전공입니다,책임감/문제해결/정밀성
충주,충북 충주시,특수용접과,특수용접직종,산업설비계열,전문기술과정,12,주간,다양한 금속 재료를 고정밀로 접합하고 산업 구조물 제작에 필요한 용접 기술을 배우는 전공입니다,정밀성/집중력/책임감
충주,충북 충주시,로봇특수용접과,특수용접직종,산업설비계열,일반계고위탁과정,12,주간,로봇과 수동 용접 기술을 활용해 다양한 금속 구조물을 고품질로 접합하는 기술을 배우는 전공입니다,정밀성/집중력/책임감
충주,충북 충주시,에너지설비과,열냉동기계직종,산업설비계열,전문기술과정,12,주간,열에너지와 냉동 사이클을 기반으로 냉난방 및 냉동 설비를 설계·운영하는 기술을 배우는 전공입니다,분석력/문제해결/정밀성
충주,충북 충주시,자동차과,자동차정비(새시·엔진·장치)직종,자동차계열,전문기술과정,12,주간,자동차의 새시·엔진·전장 장치를 점검·정비하고 성능을 유지·향상시키는 기술을 배우는 전공입니다,정밀성/문제해결/책임감
충주,충북 충주시,전기제어과,전기시스템제어직종,전기계열,일반계고위탁과정,12,주간,전기 설비와 제어 시스템을 설계·운용하고 자동화 공정을 안정적으로 관리하는 기술을 배우는 전공입니다,논리적사고/정밀성/문제해결
충주,충북 충주시,지능형기계과,기계조립및시스템제어직종,기계계열,전문기술과정,12,주간,기계 부품을 정밀하게 조립하고 제어 시스템을 활용해 기계 장치를 자동화하는 기술을 배우는 전공입니다,정밀성/문제해결/융합사고
충주,충북 충주시,AI드론과,드론제어직종,전자계열,전문기술과정,12,주간,드론의 비행 제어와 인공지능 기술을 활용해 자율 운용 시스템을 구현하는 기술을 배우는 전공입니다,융합사고/문제해결/정밀성
광주,전남 광주시,그린건축과,그린건축전공,개별특성화계열,2년제학위과정,12,주간,친환경 건축 기술을 적용해 에너지 효율이 높은 건축물을 설계·시공하는 기술을 배우는 전공입니다,책임감/창의성/문제해결
광주,전남 광주시,스마트전기자동차과,자동차시스템정비전공,자동차계열,2년제학위과정,12,주간,전기·전자 기반 자동차 시스템을 진단·정비하고 스마트 차량 기술을 유지·관리하는 기술을 배우는 전공입니다,정밀성/문제해결/책임감
광주,전남 광주시,스마트전기자동차과,자동차엔진정비직종,자동차계열,전문기술과정,12,주간,자동차 엔진의 구조를 이해하고 점검·정비를 통해 성능을 유지·향상시키는 기술을 배우는 전공입니다,정밀성/문제해결/책임감
광주,전남 광주시,스마트전기자동차과,자동차시스템정비직종,자동차계열,하이테크과정,10,주간,자동차 전기·전자 및 구동 시스템을 진단·정비하고 차량의 안정적 성능을 유지하는 기술을 배우는 전공입니다,정밀성/문제해결/책임감
광주,전남 광주시,전자과,전자시스템제어전공,전자계열,2년제학위과정,12,주간,전자 회로와 제어 시스템을 설계·분석하고 다양한 전자 장치를 운용하는 기술을 배우는 전공입니다,논리적사고/정밀성/문제해결
광주,전남 광주시,전자과,전자전공,전자계열,2년제학위과정,12,주간,전자 회로와 반도체 소자의 원리를 이해하고 전자 장치의 설계·제작·응용 기술을 배우는 전공입니다,논리적사고/정밀성/문제해결
광주,전남 광주시,그린에너지설비과,그린공조냉동설비전공,산업설비계열,2년제학위과정,12,주간,친환경 에너지 기반의 공조·냉동 설비를 설계·시공·운영하는 기술을 배우는 전공입니다,분석력/문제해결/책임감
광주,전남 광주시,신소재응용과,나노융합기술전공,신소재계열,2년제학위과정,12,주간,나노기술과 신소재를 융합해 고성능 소재를 설계·응용하는 기술을 배우는 전공입니다,분석력/창의성/정밀성
광주,전남 광주시,자동화시스템과,메카트로닉스전공,자동화계열,2년제학위과정,12,주간,기계·전자·제어 기술을 융합해 자동화 시스템과 로봇을 설계·운용하는 기술을 배우는 전공입니다,융합사고/문제해결/정밀성
광주,전남 광주시,자동화시스템과,ICT시스템보전전공,자동화계열,2년제학위과정,12,주간,ICT 기반 자동화 시스템과 산업 네트워크 설비를 유지·보전하고 안정적으로 운영하는 기술을 배우는 전공입니다,문제해결/분석력/책임감
광주,전남 광주시,전기과,전기시스템제어직종,전기계열,하이테크과정,10,주간,전기 설비와 제어 시스템을 설계·운용하고 자동화 공정을 안정적으로 관리하는 기술을 배우는 전공입니다,논리적사고/정밀성/문제해결
광주,전남 광주시,전기과,신재생에너지전공,전기계열,2년제학위과정,12,주간,신재생에너지 설비를 설계·시공·운영하고 에너지 효율을 관리하는 기술을 배우는 전공입니다,분석력/책임감/문제해결
광주,전남 광주시,전기과,전력ICT전공,전기계열,2년제학위과정,12,주간,전력 시스템과 ICT 기술을 융합해 스마트 전력망을 설계·운영하는 기술을 배우는 전공입니다,융합사고/분석력/문제해결
광주,전남 광주시,전기과,전기설비유지보수직종,전기계열,신중년특화과정,6,주간,전기 설비의 상태를 점검·정비하고 안정적인 전력 공급을 유지하는 기술을 배우는 전공입니다,책임감/정밀성/문제해결
광주,전남 광주시,기계시스템과,기계시스템제작전공,기계설계계열,2년제학위과정,12,주간,기계 시스템을 설계하고 부품을 제작·조립하여 산업용 장비를 구현하는 기술을 배우는 전공입니다,정밀성/문제해결/융합사고
광주,전남 광주시,기계시스템과,기계시스템설계전공,기계설계계열,2년제학위과정,12,주간,기계 구조와 동작 원리를 기반으로 산업용 기계 시스템을 설계하고 최적화하는 기술을 배우는 전공입니다,논리적사고/정밀성/문제해결
광주,전남 광주시,기계시스템과,설비보전직종,기계설계계열,신중년특화과정,6,주간,기계 설비의 상태를 점검·진단하고 고장을 예방·수리하여 안정적으로 운영하는 기술을 배우는 전공입니다,책임감/정밀성/문제해결
광주,전남 광주시,AI융합과,인공지능모델링전공,정보통신IT계열,2년제학위과정,12,주간,인공지능 알고리즘을 설계하고 데이터를 기반으로 모델을 개발·최적화하는 기술을 배우는 전공입니다,논리적사고/분석력/문제해결
광주,전남 광주시,AI융합과,스마트융합SW직종,정보통신IT계열,하이테크과정,10,주간,인공지능과 다양한 산업 데이터를 융합해 스마트 소프트웨어를 설계·개발하는 기술을 배우는 전공입니다,융합사고/문제해결/분석력
광주,전남 광주시,스마트팩토리과,스마트팩토리전공,자동화계열,2년제학위과정,12,주간,스마트팩토리 환경에서 생산 공정을 자동화하고 데이터 기반으로 최적화하는 기술을 배우는 전공입니다,분석력/문제해결/융합사고
광주,전남 광주시,스마트팩토리과,자동화시스템전공,자동화계열,2년제학위과정,12,주간,스마트팩토리 환경에서 자동화 설비를 설계·운영하고 생산 공정을 제어하는 기술을 배우는 전공입니다,융합사고/문제해결/정밀성
광주,전남 광주시,시각디자인과,디지털디자인직종,디자인계열,전문기술과정,12,주간,디지털 매체를 활용해 시각 콘텐츠를 기획·제작하고 브랜드 디자인을 구현하는 기술을 배우는 전공입니다,창의성/표현력/기획력
광주,전남 광주시,에너지재료과,에너지시스템직종,신소재계열,하이테크과정,6,주간,에너지 변환·저장·활용 시스템의 원리를 이해하고 에너지 효율을 최적화하는 기술을 배우는 전공입니다,분석력/문제해결/융합사고
광주,전남 광주시,에너지재료과,에너지재료전공,신소재계열,2년제학위과정,12,주간,에너지 변환과 저장에 활용되는 소재의 특성을 분석하고 고효율 에너지 재료를 개발하는 기술을 배우는 전공입니다,분석력/정밀성/창의성
광주,전남 광주시,에너지재료과,에너지소재직종,신소재계열,하이테크과정,6,주간,에너지 변환과 저장에 활용되는 소재의 특성을 이해하고 고효율 에너지 소재를 개발·응용하는 기술을 배우는 전공입니다,분석력/정밀성/창의성
광주,전남 광주시,지능형에너지설비과,지능형공조냉동설비전공,산업설비계열,2년제학위과정,12,주간,지능형 제어 기술을 활용해 공조·냉동 설비를 설계·운영하고 에너지 효율을 최적화하는 기술을 배우는 전공입니다,분석력/문제해결/융합사고
광주,전남 광주시,반도체시스템제어과,반도체장비유지보수전공,반도체계열,2년제학위과정,12,주간,반도체 생산 장비의 상태를 점검·정비하고 안정적인 공정 운영을 유지하는 기술을 배우는 전공입니다,정밀성/책임감/문제해결
광주,전남 광주시,반도체시스템제어과,반도체장비시스템제어직종,반도체계열,하이테크과정,10,주간,반도체 생산 장비의 제어 시스템을 설계·운용하고 공정 자동화를 구현하는 기술을 배우는 전공입니다,정밀성/논리적사고/문제해결
전북,전북 김제시,메카트로닉스과,로봇시스템보전전공,자동화계열,2년제학위과정,12,주간,로봇 시스템의 상태를 진단·정비하고 안정적인 자동화 운영을 유지하는 기술을 배우는 전공입니다,책임감/정밀성/문제해결
전북,전북 김제시,산업설비자동화과,그린에너지설비전공,산업설비계열,2년제학위과정,12,주간,친환경 에너지 설비를 설계·시공·운영하고 산업 설비 자동화 기술을 융합하는 기술을 배우는 전공입니다,융합사고/책임감/문제해결
전북,전북 김제시,산업설비자동화과,해양플랜트설비전공,산업설비계열,2년제학위과정,12,주간,해양 플랜트 설비를 설계·시공·운영하고 산업 자동화 기술을 적용하는 기술을 배우는 전공입니다,책임감/정밀성/문제해결
전북,전북 김제시,스마트전기과,전기시스템제어직종,전기계열,전문기술과정,12,주간,스마트전기과의 전기시스템제어직종은 전기 설비와 제어 시스템을 설계·운용하고 자동화 공정을 안정적으로 관리하는 기술을 배우는 전공입니다,논리적사고/정밀성/문제해결
전북,전북 김제시,스마트전기과,그린에너지전공,전기계열,2년제학위과정,12,주간,스마트전기과의 그린에너지전공은 신재생에너지 설비를 설계·시공·운영하고 에너지 효율을 관리하는 기술을 배우는 전공입니다,분석력/책임감/문제해결
전북,전북 김제시,스마트전기과,전력융합시스템전공,전기계열,2년제학위과정,12,주간,스마트전기과의 전력융합시스템전공은 전력 시스템과 ICT 기술을 융합해 스마트 전력망을 설계·운영하는 기술을 배우는 전공입니다,융합사고/분석력/문제해결
전북,전북 김제시,정보통신시스템과,정보통신시스템전공,정보통신IT계열,2년제학위과정,12,주간,정보통신시스템과의 정보통신시스템전공은 유·무선 통신망을 설계·구축하고 네트워크 시스템을 운영·관리하는 기술을 배우는 전공입니다,논리적사고/문제해결/분석력
전북,전북 김제시,기계시스템과,초정밀기계가공전공,기계계열,2년제학위과정,12,주간,기계시스템과의 초정밀기계가공전공은 CAD/CAM 기반 가공 기술을 활용해 초정밀 기계 부품을 설계·제작하는 기술을 배우는 전공입니다,정밀성/집중력/문제해결
전북,전북 김제시,기계시스템과,초정밀금형가공전공,기계계열,2년제학위과정,12,주간,기계시스템과의 초정밀금형가공전공은 금형 설계와 초정밀 가공 기술을 통해 산업용 금형을 제작하는 기술을 배우는 전공입니다,정밀성/분석력/문제해결
전북,전북 김제시,자동화설비보전과,로봇시스템보전전공,자동화계열,2년제학위과정,12,주간,자동화설비보전과의 로봇시스템보전전공은 로봇 시스템의 상태를 진단·정비하고 안정적인 자동화 운영을 유지하는 기술을 배우는 전공입니다,책임감/정밀성/문제해결
전북,전북 김제시,기계제강시스템과,기계제강설비보전전공,자동화계열,2년제학위과정,12,주간,기계제강시스템과의 기계제강설비보전전공은 제강 설비의 상태를 점검·정비하고 생산 설비를 안정적으로 운영하는 기술을 배우는 전공입니다,책임감/정밀성/문제해결
전북,전북 김제시,AI로봇자동화과,로봇시스템보전전공,자동화계열,2년제학위과정,12,주간,AI로봇자동화과의 로봇시스템보전전공은 로봇 시스템을 진단·정비하고 AI 기반 자동화 설비를 안정적으로 운영하는 기술을 배우는 전공입니다,융합사고/문제해결/정밀성
전북,전북 김제시,스마트IoT과,AI플랫폼기반IoT응용기술전공,정보통신IT계열,2년제학위과정,12,주간,스마트IoT과의 AI플랫폼기반IoT응용기술전공은 AI 플랫폼과 IoT 기술을 융합해 지능형 사물인터넷 시스템을 설계·구현하는 기술을 배우는 전공입니다,융합사고/문제해결/분석력
